	sim_1	sim_2	sim_3	sim_4	sim_5	sim_6	sim_7	sim_8	sim_9	sim_10	sim_11	sim_12	sim_13	sim_14	sim_15	sim_16	sim_17	sim_18	sim_19	sim_20	sim_21	sim_22	sim_23	sim_24	sim_25	sim_26	sim_27	sim_28	sim_29	sim_30	sim_31	sim_32	sim_33	sim_34	sim_35	sim_36	sim_37	sim_38	sim_39	sim_40	sim_41	sim_42	sim_43	sim_44	sim_45	sim_46	sim_47	sim_48	sim_49	sim_50	sim_51	sim_52	sim_53	sim_54	sim_55	sim_56	sim_57	sim_58	sim_59	sim_60	sim_61	sim_62	sim_63	sim_64	sim_65	sim_66	sim_67	sim_68	sim_69	sim_70	sim_71	sim_72	sim_73	sim_74	sim_75	sim_76	sim_77	sim_78	sim_79	sim_80	sim_81	sim_82	sim_83	sim_84	sim_85	sim_86	sim_87	sim_88	sim_89	sim_90	sim_91	sim_92	sim_93	sim_94	sim_95	sim_96	sim_97	sim_98	sim_99	sim_100	sim_101	sim_102	sim_103	sim_104	sim_105	sim_106	sim_107
Swing_11_r7	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	2	1	2	1	2	2	2	2	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	2	1	2	1	2	1	2	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1
Swing_11_r8	2	2	2	2	2	3	2	1	2	1	0	2	1	2	0	0	2	0	3	2	1	0	0	0	0	0	0	2	0	1	2	0	2	0	0	2	1	2	1	1	2	2	2	1	2	2	2	0	2	0	1	3	2	0	0	2	0	0	0	0	2	2	0	0	1	2	1	1	3	2	1	0	0	1	1	1	2	1	3	0	1	0	1	0	1	1	0	1	2	0	0	1	0	0	0	2	2	0	0	0	0	2	2	0	0	0	2
Yanuka_&_Shalom_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Yanuka_&_Shalom_r8	2	2	3	3	3	2	2	2	2	2	2	2	2	3	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	3	2	3	3	2	2	3	2	3	2	3	3	2	3	2	3	2	2	1	2	2	2	2	3	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	3	3	3	3	2	2	2	3	3	2	2	3	2	2	3	2	3	2	3	2	2	3	1	2	3	3	3	2	3	3	2	2	1	2	2	2	2	2	2
Yudai_&_Ichitaka_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Yudai_&_Ichitaka_r8	1	1	2	3	2	2	2	2	2	1	2	1	1	2	3	2	2	3	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	1	2	2	2	2	2	3	1	3	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	1	2	1	2	1	2	3	2	2	1	2	2	2	2	2	1	2	2	1	3	2	1	2	2	2	3	2	2	2	2	2
Allen_&_Doyle_r7	3	2	3	3	3	3	3	3	3	3	3	2	2	3	2	2	3	2	3	3	2	3	2	2	2	2	2	3	2	2	3	2	2	2	3	3	2	3	2	2	3	3	3	2	3	3	3	2	3	2	2	3	3	3	2	3	2	2	2	2	2	3	3	2	2	3	3	2	3	3	2	2	2	3	2	2	3	2	3	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	3	3	2	2	3	2	3	3	2	3	2	3
Allen_&_Doyle_r8	0	1	0	0	1	1	1	0	1	2	2	1	2	0	2	1	0	2	1	0	3	1	3	2	2	2	2	1	2	2	1	2	1	1	1	1	2	0	2	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	3	1	1	2	2	2	1	1	2	2	3	0	2	2	1	1	2	2	2	0	2	2	1	2	0	2	2	2	2	2	2	2	2	0	1	2	2	2	2	1	2	0	1	2	2	1	1	1	1	2	1	2	0
Lee-Wlodek_&_Koszegi_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Lee-Wlodek_&_Koszegi_r8	3	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	2	1	0	1	1	1	1	1	1	0	1	1	0	1	2	1	0	0	1	1	0	1	2	0	1	0	0	2	1	0	2	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	2	1	1	2	1	1	0	1	0	0	2	1	1	1	0	1	1
Mury_&_Antunes_r7	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	2	2	2	3	3	2	2	3	3	3	2	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	2	2	3	2	2	2	3	3	3	2	3	2	3	2	3	3	3	3	3	3	2	2	3	3	3	3	3	3	2	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	2	2	2	3	3	3	2	3	3
Mury_&_Antunes_r8	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	2	1	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	2	2
Shem_&_Shukla_r7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Shem_&_Shukla_r8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_9_r7	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Swing_9_r8	0	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	0	3	1	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	3	1	1	1	1	0	1	1	1	1	2	1	1	1	2	0	1	1	1	2	1	1
Vaughan_&_Bremmer_r7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Vaughan_&_Bremmer_r8	1	0	2	1	1	1	1	2	2	3	2	2	2	1	1	0	1	1	1	2	2	3	2	1	2	2	1	3	1	3	1	0	3	1	2	1	0	3	0	1	2	3	1	0	1	1	2	0	2	0	2	1	2	3	2	2	0	0	2	1	3	3	2	1	1	2	3	0	1	2	0	0	3	3	0	0	2	3	2	3	3	0	1	3	2	2	1	1	2	3	1	1	2	0	1	2	1	1	2	3	1	1	1	2	1	2	1
Bunnapradist_&_Mayman_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bunnapradist_&_Mayman_r8	0	1	0	1	0	1	2	2	0	1	0	0	1	2	1	1	1	0	2	2	2	2	2	1	1	2	1	1	0	0	0	1	0	2	1	0	1	2	2	1	2	2	1	0	2	0	2	1	2	0	2	0	0	0	0	2	0	1	0	2	0	2	2	0	2	0	2	0	0	0	1	2	1	1	1	1	0	1	0	2	0	1	2	1	1	2	2	0	0	0	1	1	1	0	0	1	2	0	0	0	1	2	0	1	0	0	0
Ferreira_&_Cheeseman_r7	2	3	2	2	2	2	2	2	2	2	2	3	3	2	3	3	2	3	2	2	3	2	3	3	3	3	3	2	3	3	2	3	3	3	2	2	3	2	3	3	2	2	2	3	2	2	2	3	2	3	3	2	2	2	3	2	3	3	3	3	3	2	2	3	3	2	2	3	2	2	3	3	3	2	3	3	2	3	2	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	2	2	3	3	2	3	2	2	3	2	3	2
Ferreira_&_Cheeseman_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kagazume_&_Kumano_r7	3	2	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	2	3	3	3	3	3	3	2	2	2	3	3	2	3	3	2	2	3	3	3	3	3	3	3	3
Kagazume_&_Kumano_r8	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	2	3	3	3	3	2	3	3	3	3	1	3	3	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	2	3	3
Swing_10_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_10_r8	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
Swing_8_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_8_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Álvarez_Carvajal_&_Rodriguez_r7	2	0	2	1	1	0	0	1	2	2	2	2	1	0	1	2	0	0	0	2	1	2	2	0	2	2	0	2	0	2	0	2	1	1	1	0	0	2	0	1	2	2	0	0	2	0	2	0	2	1	2	0	2	1	1	2	2	0	2	0	2	2	2	0	1	2	2	1	0	2	1	0	1	1	1	2	1	1	1	2	2	0	1	2	2	2	1	0	1	0	0	0	2	2	0	2	1	1	1	2	0	1	1	1	0	1	1
Álvarez_Carvajal_&_Rodriguez_r8	3	2	1	2	2	3	3	1	1	1	1	0	0	2	2	2	2	3	3	1	1	1	0	2	1	1	3	1	3	0	2	2	1	2	1	2	2	1	3	2	1	1	2	2	2	3	1	3	1	2	0	2	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	2	2	1	2	2	1	1	2	2	1	1	1	0	0	2	2	1	0	0	2	2	1	1	3	2	1	2	3	1	2	2	1	1	3	2	2	0	2	1	2
Malkhasian_&_Losapio_r7	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
Malkhasian_&_Losapio_r8	1	2	2	2	1	2	1	1	1	2	2	1	2	1	0	2	2	2	1	0	0	0	1	2	0	1	0	0	2	2	1	0	2	1	0	1	2	0	1	2	1	0	2	1	0	1	1	2	1	1	0	1	1	2	2	1	2	0	2	1	1	1	0	1	0	1	0	1	2	2	2	0	0	0	0	0	1	0	2	1	2	2	1	2	2	1	1	2	1	1	0	0	0	1	2	2	1	1	1	2	0	1	2	2	1	2	2
Swing_7_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_7_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_2_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_2_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_3_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_3_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_6_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_6_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alek_&_Adika_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alek_&_Adika_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bennett_&_Scott_r7	0	3	1	2	2	2	2	2	1	0	0	1	3	2	2	0	2	3	2	0	3	1	0	2	1	1	3	0	2	0	2	0	2	2	2	2	3	0	2	3	1	1	2	2	1	2	1	2	0	2	1	2	1	2	3	0	0	3	0	2	1	1	0	2	2	1	1	3	2	0	2	2	2	2	3	0	2	2	2	1	1	2	3	1	0	0	2	2	2	3	3	3	0	1	3	1	2	3	3	1	2	2	2	2	2	2	2
Bennett_&_Scott_r8	2	0	1	0	2	0	0	0	2	0	1	2	0	0	2	0	0	1	0	1	1	1	0	0	2	0	2	2	1	1	2	2	1	0	2	2	0	1	0	0	0	1	0	2	1	2	0	0	0	2	1	2	2	1	1	0	1	2	1	0	2	0	1	2	1	2	1	2	1	1	0	1	2	2	2	2	2	2	1	0	1	0	0	0	0	0	0	1	2	2	2	2	2	2	1	0	0	2	2	1	2	0	1	0	2	1	1
Schmitt_&_Liu_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Schmitt_&_Liu_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smart_&_Ndoro_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smart_&_Ndoro_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_1_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_1_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_4_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_4_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_5_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swing_5_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wang_&_Yu_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wang_&_Yu_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wong_&_Chung_r7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wong_&_Chung_r8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
loss	46	47	20	12	10	6	26	36	28	6	10	50	12	48	39	32	30	41	18	38	21	26	9	23	36	6	37	22	10	34	44	46	40	42	37	20	17	23	12	26	38	43	30	36	33	20	8	41	32	39	22	12	28	14	35	22	24	25	35	5	38	24	20	38	34	22	12	32	24	31	24	12	24	6	24	30	16	17	24	30	46	25	28	8	17	37	29	16	18	26	31	15	20	37	14	47	22	20	20	38	31	28	20	22	37	9	22
